Date,v2_WE 16-03 B3,v3_WE 16-03 B3,v4_WE 16-03 B3,v2_WE 16-03 B3_lag1,v3_WE 16-03 B3_lag1,v4_WE 16-03 B3_lag1
2022-01-21,20.3306338028169,14.478802816901407,11.732887323943661,21.50041958041958,14.554545454545456,11.836783216783218
2022-01-22,19.229432624113475,14.550567375886526,11.726312056737589,20.3306338028169,14.478802816901407,11.732887323943661
2022-01-23,18.000422535211268,14.60612676056338,11.72161971830986,19.229432624113475,14.550567375886526,11.726312056737589
2022-01-24,16.681714285714285,14.621214285714286,11.734142857142857,18.000422535211268,14.60612676056338,11.72161971830986
2022-01-25,15.37216783216783,14.565244755244755,11.76111888111888,16.681714285714285,14.621214285714286,11.734142857142857
2022-01-26,17.418357142857143,14.413,11.764357142857143,15.37216783216783,14.565244755244755,11.76111888111888
2022-01-27,26.0722695035461,21.414893617021278,13.366595744680852,17.418357142857143,14.413,11.764357142857143
2022-01-28,27.457571428571427,28.769,17.09464285714286,26.0722695035461,21.414893617021278,13.366595744680852
2022-01-29,25.036597222222223,28.027847222222224,17.893749999999997,27.457571428571427,28.769,17.09464285714286
2022-01-30,23.383309859154927,27.284647887323946,18.441338028169014,25.036597222222223,28.027847222222224,17.893749999999997
2022-01-31,21.56767605633803,26.554295774647887,18.45161971830986,23.383309859154927,27.284647887323946,18.441338028169014
2022-02-01,19.5277304964539,25.59794326241135,18.379432624113477,21.56767605633803,26.554295774647887,18.45161971830986
2022-02-02,17.38888111888112,24.351888111888112,18.253776223776224,19.5277304964539,25.59794326241135,18.379432624113477
2022-02-03,16.600289855072464,23.64231884057971,18.104130434782608,17.38888111888112,24.351888111888112,18.253776223776224
2022-02-04,16.375072463768117,22.90086956521739,17.898913043478263,16.600289855072464,23.64231884057971,18.104130434782608
2022-02-05,15.382124999999998,21.560125,17.637125,16.375072463768117,22.90086956521739,17.898913043478263
2022-02-06,14.155833333333334,19.69847222222222,17.390972222222224,15.382124999999998,21.560125,17.637125
2022-02-07,13.125571428571428,18.06142857142857,17.092142857142857,14.155833333333334,19.69847222222222,17.390972222222224
2022-02-08,12.24927536231884,16.7731884057971,16.693478260869565,13.125571428571428,18.06142857142857,17.092142857142857
2022-02-09,11.545416666666666,15.91625,16.23736111111111,12.24927536231884,16.7731884057971,16.693478260869565
2022-02-10,11.01875,15.350138888888889,15.734444444444446,11.545416666666666,15.91625,16.23736111111111
2022-02-11,10.647638888888888,14.961944444444445,15.138472222222223,11.01875,15.350138888888889,15.734444444444446
2022-02-12,10.339154929577465,14.697323943661972,14.518591549295774,10.647638888888888,14.961944444444445,15.138472222222223
2022-02-13,10.029305555555556,14.497083333333332,13.956388888888888,10.339154929577465,14.697323943661972,14.518591549295774
2022-02-14,9.746805555555556,14.315416666666668,13.471944444444444,10.029305555555556,14.497083333333332,13.956388888888888
2022-02-15,9.519583333333333,14.178194444444445,13.101666666666667,9.746805555555556,14.315416666666668,13.471944444444444
2022-02-16,9.330140845070423,14.09225352112676,12.83718309859155,9.519583333333333,14.178194444444445,13.101666666666667
2022-02-17,9.135555555555555,14.035,12.624722222222223,9.330140845070423,14.09225352112676,12.83718309859155
2022-02-18,8.943750000000001,14.036388888888888,12.474027777777778,9.135555555555555,14.035,12.624722222222223
2022-02-19,8.76442857142857,14.014000000000001,12.364,8.943750000000001,14.036388888888888,12.474027777777778
2022-02-20,8.630138888888888,14.008611111111112,12.25138888888889,8.76442857142857,14.014000000000001,12.364
2022-02-21,8.442777777777778,13.991527777777778,12.189444444444444,8.630138888888888,14.008611111111112,12.25138888888889
2022-02-22,8.603098591549296,13.996760563380281,12.113521126760563,8.442777777777778,13.991527777777778,12.189444444444444
2022-02-23,14.974507042253522,14.356760563380282,12.000985915492958,8.603098591549296,13.996760563380281,12.113521126760563
2022-02-24,20.310972222222222,14.867916666666666,11.875277777777777,14.974507042253522,14.356760563380282,12.000985915492958
2022-02-25,21.58366197183099,15.201267605633802,11.904788732394366,20.310972222222222,14.867916666666666,11.875277777777777
2022-02-26,23.5,16.714444444444446,11.875,21.58366197183099,15.201267605633802,11.904788732394366
2022-02-27,22.23166666666667,17.156111111111112,11.877361111111112,23.5,16.714444444444446,11.875
2022-02-28,20.644084507042255,17.268732394366197,11.928732394366198,22.23166666666667,17.156111111111112,11.877361111111112
2022-03-01,18.805,17.27402777777778,11.997222222222224,20.644084507042255,17.268732394366197,11.928732394366198
2022-03-02,17.074225352112677,17.187323943661973,12.064647887323945,18.805,17.27402777777778,11.997222222222224
2022-03-03,15.261805555555554,16.93111111111111,12.112638888888888,17.074225352112677,17.187323943661973,12.064647887323945
2022-03-04,13.638194444444444,16.55638888888889,12.17236111111111,15.261805555555554,16.93111111111111,12.112638888888888
2022-03-05,12.341805555555556,16.136666666666667,12.237638888888888,13.638194444444444,16.55638888888889,12.17236111111111
2022-03-06,11.379722222222222,15.721250000000001,12.279027777777777,12.341805555555556,16.136666666666667,12.237638888888888
2022-03-07,10.840555555555556,15.429722222222223,12.293888888888889,11.379722222222222,15.721250000000001,12.279027777777777
2022-03-08,12.67013888888889,15.394861111111112,12.270833333333334,10.840555555555556,15.429722222222223,12.293888888888889
2022-03-09,12.360555555555557,15.43,12.291944444444445,12.67013888888889,15.394861111111112,12.270833333333334
2022-03-10,12.103611111111112,15.513055555555557,12.31125,12.360555555555557,15.43,12.291944444444445
2022-03-11,11.614583333333334,15.51375,12.327222222222222,12.103611111111112,15.513055555555557,12.31125
2022-03-12,11.154166666666667,15.436666666666667,12.343194444444444,11.614583333333334,15.51375,12.327222222222222
2022-03-13,10.779428571428573,15.33157142857143,12.314285714285715,11.154166666666667,15.436666666666667,12.343194444444444
2022-03-14,10.40611111111111,15.221527777777778,12.346666666666668,10.779428571428573,15.33157142857143,12.314285714285715
2022-03-15,10.089014084507044,15.04281690140845,12.296197183098592,10.40611111111111,15.221527777777778,12.346666666666668
2022-03-16,9.873888888888889,14.94222222222222,12.257361111111111,10.089014084507044,15.04281690140845,12.296197183098592
2022-03-17,9.678169014084506,14.891830985915492,12.241830985915492,9.873888888888889,14.94222222222222,12.257361111111111
2022-03-18,9.582916666666668,14.856111111111112,12.221388888888889,9.678169014084506,14.891830985915492,12.241830985915492
2022-03-19,9.538611111111111,14.85736111111111,12.244027777777779,9.582916666666668,14.856111111111112,12.221388888888889
2022-03-20,9.505714285714285,14.776285714285713,12.175285714285714,9.538611111111111,14.85736111111111,12.244027777777779
2022-03-21,9.424444444444443,14.730416666666665,12.143888888888888,9.505714285714285,14.776285714285713,12.175285714285714
2022-03-22,9.365277777777777,14.661944444444446,12.104861111111111,9.424444444444443,14.730416666666665,12.143888888888888
2022-03-23,9.375972222222224,14.650416666666665,12.101527777777779,9.365277777777777,14.661944444444446,12.104861111111111
2022-03-24,9.372535211267607,14.701549295774647,12.120281690140844,9.375972222222224,14.650416666666665,12.101527777777779
2022-03-25,9.224444444444444,14.67375,12.12138888888889,9.372535211267607,14.701549295774647,12.120281690140844
2022-03-26,9.549305555555556,14.595416666666669,12.067916666666667,9.224444444444444,14.67375,12.12138888888889
2022-03-27,17.44638888888889,17.03625,13.815138888888889,9.549305555555556,14.595416666666669,12.067916666666667
2022-03-28,27.884225352112676,35.719014084507045,20.333521126760566,17.44638888888889,17.03625,13.815138888888889
2022-03-29,27.002539682539684,39.897460317460315,21.970158730158733,27.884225352112676,35.719014084507045,20.333521126760566
2022-03-30,26.541527777777777,39.07041666666667,21.993194444444445,27.002539682539684,39.897460317460315,21.970158730158733
2022-03-31,26.613472222222224,39.018055555555556,21.98138888888889,26.541527777777777,39.07041666666667,21.993194444444445
2022-04-01,25.573661971830987,38.50619718309859,22.413098591549296,26.613472222222224,39.018055555555556,21.98138888888889
2022-04-02,24.6443661971831,38.93535211267606,22.774788732394367,25.573661971830987,38.50619718309859,22.413098591549296
2022-04-03,24.38840579710145,37.922318840579706,22.583913043478262,24.6443661971831,38.93535211267606,22.774788732394367
2022-04-04,25.405774647887323,37.05098591549296,22.445211267605632,24.38840579710145,37.922318840579706,22.583913043478262
2022-04-05,26.273194444444446,36.77597222222222,22.35763888888889,25.405774647887323,37.05098591549296,22.445211267605632
2022-04-06,25.76830985915493,36.45070422535211,22.241690140845073,26.273194444444446,36.77597222222222,22.35763888888889
2022-04-07,24.896666666666665,35.99916666666667,22.121111111111112,25.76830985915493,36.45070422535211,22.241690140845073
2022-04-08,25.37611111111111,35.88736111111111,22.061805555555555,24.896666666666665,35.99916666666667,22.121111111111112
2022-04-09,25.599305555555556,35.60291666666667,22.003611111111113,25.37611111111111,35.88736111111111,22.061805555555555
2022-04-10,27.914583333333333,37.06763888888889,22.019861111111112,25.599305555555556,35.60291666666667,22.003611111111113
2022-04-11,28.987777777777776,40.39555555555555,22.44638888888889,27.914583333333333,37.06763888888889,22.019861111111112
2022-04-12,27.720845070422538,39.53169014084507,22.977887323943662,28.987777777777776,40.39555555555555,22.44638888888889
2022-04-13,26.640140845070423,38.84887323943662,23.08788732394366,27.720845070422538,39.53169014084507,22.977887323943662
2022-04-14,25.715915492957745,38.05394366197183,23.050845070422533,26.640140845070423,38.84887323943662,23.08788732394366
2022-04-15,24.837777777777777,37.181250000000006,22.974305555555556,25.715915492957745,38.05394366197183,23.050845070422533
2022-04-16,23.918333333333337,36.18527777777778,22.871388888888887,24.837777777777777,37.181250000000006,22.974305555555556
2022-04-17,22.793750000000003,35.319722222222225,22.74597222222222,23.918333333333337,36.18527777777778,22.871388888888887
2022-04-18,21.529722222222222,34.41444444444445,22.641666666666666,22.793750000000003,35.319722222222225,22.74597222222222
2022-04-19,20.1175,33.27027777777778,22.54222222222222,21.529722222222222,34.41444444444445,22.641666666666666
2022-04-20,18.62957746478873,31.556338028169016,22.48225352112676,20.1175,33.27027777777778,22.54222222222222
2022-04-21,17.37676056338028,29.85169014084507,22.357746478873242,18.62957746478873,31.556338028169016,22.48225352112676
2022-04-22,16.25111111111111,28.05152777777778,22.13513888888889,17.37676056338028,29.85169014084507,22.357746478873242
2022-04-23,15.301830985915494,26.29338028169014,21.948732394366196,16.25111111111111,28.05152777777778,22.13513888888889
2022-04-24,14.436944444444444,24.64708333333333,21.786944444444444,15.301830985915494,26.29338028169014,21.948732394366196
2022-04-25,13.71642857142857,23.228142857142856,21.549142857142858,14.436944444444444,24.64708333333333,21.786944444444444
2022-04-26,13.1425,21.99527777777778,21.239722222222223,13.71642857142857,23.228142857142856,21.549142857142858
2022-04-27,12.799999999999999,21.158450704225352,20.921408450704227,13.1425,21.99527777777778,21.239722222222223
2022-04-28,12.847777777777777,20.592083333333335,20.62875,12.799999999999999,21.158450704225352,20.921408450704227
2022-04-29,12.59,20.061,20.306714285714285,12.847777777777777,20.592083333333335,20.62875
2022-04-30,12.380142857142857,19.54157142857143,19.983,12.59,20.061,20.306714285714285
2022-05-01,12.18611111111111,19.286666666666665,19.746666666666666,12.380142857142857,19.54157142857143,19.983
2022-05-02,12.151666666666666,19.301944444444445,19.500138888888888,12.18611111111111,19.286666666666665,19.746666666666666
2022-05-03,12.097222222222221,19.10291666666667,19.15902777777778,12.151666666666666,19.301944444444445,19.500138888888888
2022-05-04,11.946805555555555,18.818194444444444,18.804722222222225,12.097222222222221,19.10291666666667,19.15902777777778
2022-05-05,11.91625,18.55388888888889,18.469305555555554,11.946805555555555,18.818194444444444,18.804722222222225
2022-05-06,11.95,18.673472222222223,18.38138888888889,11.91625,18.55388888888889,18.469305555555554
2022-05-07,11.724929577464788,18.442394366197185,18.142535211267607,11.95,18.673472222222223,18.38138888888889
2022-05-08,11.461944444444445,18.12236111111111,17.864722222222223,11.724929577464788,18.442394366197185,18.142535211267607
2022-05-09,11.314722222222223,17.825000000000003,17.59,11.461944444444445,18.12236111111111,17.864722222222223
2022-05-10,11.248064516129032,17.605806451612903,17.342903225806452,11.314722222222223,17.825000000000003,17.59
2022-05-11,11.216805555555556,17.45513888888889,17.14361111111111,11.248064516129032,17.605806451612903,17.342903225806452
2022-05-12,11.673333333333334,17.574027777777776,17.14361111111111,11.216805555555556,17.45513888888889,17.14361111111111
2022-05-13,18.47380281690141,17.932112676056338,17.207323943661972,11.673333333333334,17.574027777777776,17.14361111111111
2022-05-14,25.71263888888889,19.05777777777778,17.26388888888889,18.47380281690141,17.932112676056338,17.207323943661972
2022-05-15,25.589154929577465,20.809859154929576,17.331549295774646,25.71263888888889,19.05777777777778,17.26388888888889
2022-05-16,24.844788732394367,21.72830985915493,17.399436619718312,25.589154929577465,20.809859154929576,17.331549295774646
2022-05-17,23.98957746478873,22.139859154929578,17.42661971830986,24.844788732394367,21.72830985915493,17.399436619718312
2022-05-18,22.80972222222222,22.133611111111108,17.339583333333334,23.98957746478873,22.139859154929578,17.42661971830986
2022-05-19,21.530416666666667,22.122777777777777,17.243055555555557,22.80972222222222,22.133611111111108,17.339583333333334
2022-05-20,20.267142857142858,22.09,17.21357142857143,21.530416666666667,22.122777777777777,17.243055555555557
2022-05-21,19.42527777777778,22.07875,17.196805555555557,20.267142857142858,22.09,17.21357142857143
2022-05-22,18.711944444444445,22.07625,17.185555555555553,19.42527777777778,22.07875,17.196805555555557
2022-05-23,17.916805555555555,22.099444444444444,17.196944444444444,18.711944444444445,22.07625,17.185555555555553
2022-05-24,16.941944444444445,22.02388888888889,17.207361111111112,17.916805555555555,22.099444444444444,17.196944444444444
2022-05-25,16.081666666666667,21.90281690140845,17.21611111111111,16.941944444444445,22.02388888888889,17.207361111111112
2022-05-26,15.55722222222222,21.773611111111112,17.22152777777778,16.081666666666667,21.90281690140845,17.21611111111111
2022-05-27,14.830277777777777,21.573333333333334,17.21625,15.55722222222222,21.773611111111112,17.22152777777778
2022-05-28,14.100972222222222,21.345555555555556,17.21777777777778,14.830277777777777,21.573333333333334,17.21625
2022-05-29,13.731111111111112,21.214861111111112,17.242083333333333,14.100972222222222,21.345555555555556,17.21777777777778
2022-05-30,13.255774647887323,20.876901408450703,17.166478873239434,13.731111111111112,21.214861111111112,17.242083333333333
2022-05-31,12.987083333333334,20.64138888888889,17.08736111111111,13.255774647887323,20.876901408450703,17.166478873239434
2022-06-01,12.7975,20.518472222222222,17.037083333333335,12.987083333333334,20.64138888888889,17.08736111111111
2022-06-02,12.420422535211268,20.25605633802817,16.98,12.7975,20.518472222222222,17.037083333333335
2022-06-03,12.143943661971832,19.927605633802816,16.879718309859154,12.420422535211268,20.25605633802817,16.98
2022-06-04,14.417222222222222,19.90277777777778,16.8475,12.143943661971832,19.927605633802816,16.879718309859154
2022-06-05,17.541527777777777,20.16097222222222,16.88875,14.417222222222222,19.90277777777778,16.8475
2022-06-06,17.62236111111111,20.113611111111112,16.885694444444443,17.541527777777777,20.16097222222222,16.88875
2022-06-07,17.351805555555554,20.22875,16.90125,17.62236111111111,20.113611111111112,16.885694444444443
2022-06-08,17.025694444444444,20.085694444444446,16.83763888888889,17.351805555555554,20.22875,16.90125
2022-06-09,16.654225352112675,20.004084507042254,16.723239436619718,17.025694444444444,20.085694444444446,16.83763888888889
2022-06-10,16.310416666666665,19.977083333333333,16.666527777777777,16.654225352112675,20.004084507042254,16.723239436619718
2022-06-11,15.968194444444444,20.028333333333332,16.675694444444446,16.310416666666665,19.977083333333333,16.666527777777777
2022-06-12,15.524444444444445,20.048194444444444,16.682361111111113,15.968194444444444,20.028333333333332,16.675694444444446
2022-06-13,15.143749999999999,19.98111111111111,16.62402777777778,15.524444444444445,20.048194444444444,16.682361111111113
2022-06-14,14.674444444444443,19.96055555555556,16.61013888888889,15.143749999999999,19.98111111111111,16.62402777777778
2022-06-15,14.198591549295775,19.90323943661972,16.574225352112677,14.674444444444443,19.96055555555556,16.61013888888889
2022-06-16,13.632777777777779,19.911388888888887,16.575555555555557,14.198591549295775,19.90323943661972,16.574225352112677
2022-06-17,13.212916666666667,19.910416666666666,16.586944444444445,13.632777777777779,19.911388888888887,16.575555555555557
2022-06-18,12.787916666666668,19.885277777777777,16.58652777777778,13.212916666666667,19.910416666666666,16.586944444444445
2022-06-19,12.332500000000001,19.819027777777777,16.59111111111111,12.787916666666668,19.885277777777777,16.58652777777778
2022-06-20,12.00361111111111,19.77013888888889,16.601666666666667,12.332500000000001,19.819027777777777,16.59111111111111
2022-06-21,11.719444444444443,19.7525,16.63486111111111,12.00361111111111,19.77013888888889,16.601666666666667
2022-06-22,11.431666666666667,19.562361111111112,16.609166666666667,11.719444444444443,19.7525,16.63486111111111
2022-06-23,11.171830985915493,19.33169014084507,16.569577464788733,11.431666666666667,19.562361111111112,16.609166666666667
2022-06-24,10.927605633802816,19.083802816901407,16.50661971830986,11.171830985915493,19.33169014084507,16.569577464788733
2022-06-25,10.729027777777778,18.889444444444443,16.44125,10.927605633802816,19.083802816901407,16.50661971830986
2022-06-26,10.54718309859155,18.68929577464789,16.37098591549296,10.729027777777778,18.889444444444443,16.44125
2022-06-27,10.420277777777777,18.494444444444444,16.299305555555556,10.54718309859155,18.68929577464789,16.37098591549296
2022-06-28,10.273239436619718,18.32760563380282,16.25887323943662,10.420277777777777,18.494444444444444,16.299305555555556
2022-06-29,10.14718309859155,18.141267605633804,16.195633802816904,10.273239436619718,18.32760563380282,16.25887323943662
2022-06-30,10.079295774647887,18.015211267605633,16.15732394366197,10.14718309859155,18.141267605633804,16.195633802816904
2022-07-01,10.053888888888888,17.99388888888889,16.156111111111112,10.079295774647887,18.015211267605633,16.15732394366197
2022-07-02,10.520845070422535,17.98492957746479,16.164788732394367,10.053888888888888,17.99388888888889,16.156111111111112
2022-07-03,11.454507042253521,18.249154929577465,16.27957746478873,10.520845070422535,17.98492957746479,16.164788732394367
2022-07-04,11.339014084507044,18.209154929577462,16.25169014084507,11.454507042253521,18.249154929577465,16.27957746478873
2022-07-05,11.306944444444445,18.149444444444445,16.171944444444446,11.339014084507044,18.209154929577462,16.25169014084507
2022-07-06,12.052083333333334,18.215138888888887,16.185833333333335,11.306944444444445,18.149444444444445,16.171944444444446
2022-07-07,15.880422535211267,18.430704225352113,16.268028169014084,12.052083333333334,18.215138888888887,16.185833333333335
2022-07-08,16.360277777777778,18.614305555555557,16.37027777777778,15.880422535211267,18.430704225352113,16.268028169014084
2022-07-09,16.07507042253521,18.42718309859155,16.2856338028169,16.360277777777778,18.614305555555557,16.37027777777778
2022-07-10,15.796805555555558,18.385555555555555,16.209027777777777,16.07507042253521,18.42718309859155,16.2856338028169
2022-07-11,15.533943661971833,18.34380281690141,16.14056338028169,15.796805555555558,18.385555555555555,16.209027777777777
2022-07-12,15.180833333333332,18.420555555555556,16.16,15.533943661971833,18.34380281690141,16.14056338028169
2022-07-13,14.80347222222222,18.45763888888889,16.159305555555555,15.180833333333332,18.420555555555556,16.16
2022-07-14,14.65638888888889,18.476388888888888,16.177777777777777,14.80347222222222,18.45763888888889,16.159305555555555
2022-07-15,14.412361111111112,18.430972222222223,16.13416666666667,14.65638888888889,18.476388888888888,16.177777777777777
2022-07-16,14.103857142857143,18.40042857142857,16.13057142857143,14.412361111111112,18.430972222222223,16.13416666666667
2022-07-17,13.71736111111111,18.41472222222222,16.110277777777778,14.103857142857143,18.40042857142857,16.13057142857143
2022-07-18,13.255694444444444,18.565555555555555,16.141111111111112,13.71736111111111,18.41472222222222,16.110277777777778
2022-07-19,12.829305555555557,18.603333333333335,16.1875,13.255694444444444,18.565555555555555,16.141111111111112
2022-07-20,12.491944444444446,18.516527777777778,16.145972222222223,12.829305555555557,18.603333333333335,16.1875
2022-07-21,12.192957746478873,18.557887323943664,16.143521126760564,12.491944444444446,18.516527777777778,16.145972222222223
2022-07-22,11.90013888888889,18.644861111111112,16.21402777777778,12.192957746478873,18.557887323943664,16.143521126760564
2022-07-23,11.608333333333333,18.670555555555556,16.27513888888889,11.90013888888889,18.644861111111112,16.21402777777778
2022-07-24,11.37,18.625694444444445,16.271805555555556,11.608333333333333,18.670555555555556,16.27513888888889
2022-07-25,11.136056338028169,18.504507042253522,16.247042253521126,11.37,18.625694444444445,16.271805555555556
2022-07-26,10.987083333333334,18.406666666666666,16.205972222222222,11.136056338028169,18.504507042253522,16.247042253521126
2022-07-27,10.81486111111111,18.440833333333334,16.274444444444445,10.987083333333334,18.406666666666666,16.205972222222222
2022-07-28,10.552112676056339,18.16830985915493,16.144647887323945,10.81486111111111,18.440833333333334,16.274444444444445
2022-07-29,10.426571428571428,18.018714285714285,16.06657142857143,10.552112676056339,18.16830985915493,16.144647887323945
2022-07-30,10.29,17.896666666666665,16.014583333333334,10.426571428571428,18.018714285714285,16.06657142857143
2022-07-31,10.189718309859156,17.769436619718313,15.927887323943663,10.29,17.896666666666665,16.014583333333334
2022-08-01,10.15486111111111,17.718333333333334,15.889583333333333,10.189718309859156,17.769436619718313,15.927887323943663
2022-08-02,11.080277777777777,17.899583333333332,15.965833333333332,10.15486111111111,17.718333333333334,15.889583333333333
2022-08-03,11.526111111111112,18.008750000000003,16.00277777777778,11.080277777777777,17.899583333333332,15.965833333333332
2022-08-04,11.879861111111111,18.270694444444445,16.12763888888889,11.526111111111112,18.008750000000003,16.00277777777778
2022-08-05,22.321250000000003,26.011527777777776,17.31527777777778,11.879861111111111,18.270694444444445,16.12763888888889
2022-08-06,34.92305555555556,45.70652777777778,21.12375,22.321250000000003,26.011527777777776,17.31527777777778
2022-08-07,32.09847222222223,43.87430555555556,21.433194444444446,34.92305555555556,45.70652777777778,21.12375
2022-08-08,30.675694444444446,42.93347222222222,21.455972222222222,32.09847222222223,43.87430555555556,21.433194444444446
2022-08-09,29.679722222222225,42.244305555555556,21.334166666666665,30.675694444444446,42.93347222222222,21.455972222222222
2022-08-10,28.73236111111111,41.55708333333334,21.195277777777775,29.679722222222225,42.244305555555556,21.334166666666665
2022-08-11,27.76112676056338,40.9287323943662,21.112394366197183,28.73236111111111,41.55708333333334,21.195277777777775
2022-08-12,26.821805555555557,40.413333333333334,21.134444444444444,27.76112676056338,40.9287323943662,21.112394366197183
2022-08-13,35.18416666666667,46.1375,23.784166666666668,26.821805555555557,40.413333333333334,21.134444444444444
2022-08-14,34.17402777777778,45.97069444444444,28.79180555555556,35.18416666666667,46.1375,23.784166666666668
2022-08-15,32.867222222222225,44.830416666666665,29.001388888888886,34.17402777777778,45.97069444444444,28.79180555555556
2022-08-16,31.821250000000003,44.17722222222223,29.03875,32.867222222222225,44.830416666666665,29.001388888888886
2022-08-17,30.912676056338032,43.589999999999996,29.01732394366197,31.821250000000003,44.17722222222223,29.03875
2022-08-18,30.03814285714286,43.011428571428574,28.916857142857143,30.912676056338032,43.589999999999996,29.01732394366197
2022-08-19,28.89305555555556,42.39333333333334,28.82277777777778,30.03814285714286,43.011428571428574,28.916857142857143
2022-08-20,27.454788732394366,41.67464788732394,28.736901408450702,28.89305555555556,42.39333333333334,28.82277777777778
2022-08-21,26.14736111111111,40.93236111111111,28.580972222222222,27.454788732394366,41.67464788732394,28.736901408450702
2022-08-22,24.81222222222222,40.1925,28.435138888888886,26.14736111111111,40.93236111111111,28.580972222222222
2022-08-23,23.421944444444446,39.31930555555556,28.268194444444443,24.81222222222222,40.1925,28.435138888888886
2022-08-24,22.096478873239434,38.35422535211268,28.175492957746478,23.421944444444446,39.31930555555556,28.268194444444443
2022-08-25,21.12986111111111,37.302638888888886,27.964583333333334,22.096478873239434,38.35422535211268,28.175492957746478
2022-08-26,20.34,36.306901408450706,27.74887323943662,21.12986111111111,37.302638888888886,27.964583333333334
2022-08-27,19.591971830985916,35.4456338028169,27.55211267605634,20.34,36.306901408450706,27.74887323943662
2022-08-28,19.051111111111112,34.69541666666667,27.44125,19.591971830985916,35.4456338028169,27.55211267605634
2022-08-29,18.345833333333335,33.68666666666667,27.237499999999997,19.051111111111112,34.69541666666667,27.44125
2022-08-30,17.76763888888889,32.75513888888889,27.04763888888889,18.345833333333335,33.68666666666667,27.237499999999997
2022-08-31,17.36,32.00385714285714,26.890428571428572,17.76763888888889,32.75513888888889,27.04763888888889
2022-09-01,16.817391304347826,30.94391304347826,26.58782608695652,17.36,32.00385714285714,26.890428571428572
2022-09-02,16.353333333333335,29.925416666666667,26.220833333333335,16.817391304347826,30.94391304347826,26.58782608695652
2022-09-03,17.20388888888889,29.748333333333335,26.244861111111113,16.353333333333335,29.925416666666667,26.220833333333335
2022-09-04,25.260281690140847,29.743943661971834,26.18281690140845,17.20388888888889,29.748333333333335,26.244861111111113
2022-09-05,27.572714285714284,29.957714285714285,26.00357142857143,25.260281690140847,29.743943661971834,26.18281690140845
2022-09-06,27.026666666666667,30.080833333333334,25.84986111111111,27.572714285714284,29.957714285714285,26.00357142857143
2022-09-07,26.35281690140845,30.1230985915493,25.960704225352114,27.026666666666667,30.080833333333334,25.84986111111111
2022-09-08,25.068333333333335,30.081388888888892,25.634722222222223,26.35281690140845,30.1230985915493,25.960704225352114
2022-09-09,29.331249999999997,36.306666666666665,26.21375,25.068333333333335,30.081388888888892,25.634722222222223
2022-09-10,34.24166666666667,47.064166666666665,29.96472222222222,29.331249999999997,36.306666666666665,26.21375
2022-09-11,32.21929577464789,45.546056338028166,30.338591549295774,34.24166666666667,47.064166666666665,29.96472222222222
2022-09-12,30.94430555555556,44.625,30.278055555555554,32.21929577464789,45.546056338028166,30.338591549295774
2022-09-13,29.622638888888886,43.81555555555556,30.139444444444443,30.94430555555556,44.625,30.278055555555554
2022-09-14,28.06338028169014,42.927464788732394,29.923521126760566,29.622638888888886,43.81555555555556,30.139444444444443
2022-09-15,26.592361111111114,42.0275,29.708472222222227,28.06338028169014,42.927464788732394,29.923521126760566
